ser,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,educated,population,households,median_income,random_income,ocean_proximity,median_house_value
6512,-118.06,34.07,30,2308,674,1183.26,3034,691,2.3929,8.860550236,<1H OCEAN,184400
6513,-118.03,34.07,37,1091,269,371.05,905,242,3.1042,7.03574227,<1H OCEAN,152000
6514,-118.03,34.06,36,1018,305,,1307,292,2.1453,8.419753751,<1H OCEAN,162100
6515,-118.04,34.07,39,1382,315,,1090,308,3.8125,2.837138943,<1H OCEAN,174000
6516,-118.04,34.07,39,2451,649,1115.84,2536,648,2.3098,2.690838677,<1H OCEAN,173100
6517,-118.01,34.07,22,6311,1572,2399.76,6666,1456,2.9334,1.346528776,INLAND,182600
6518,-118.01,34.06,26,557,153,,455,196,2.7721,4.960093843,INLAND,155400
6519,-118.01,34.07,24,5684,1485,2915.44,6626,1481,2.2559,5.128283253,INLAND,166800
6520,-118.02,34.07,21,3245,959,1411.2,3528,887,2.3236,7.047388515,INLAND,156300
6521,-118.03,34.06,31,1513,389,614.24,1396,364,2.4706,4.927602928,<1H OCEAN,170600
6522,-118.03,34.06,24,2343,834,1379.43,3537,824,2.1094,4.590138032,<1H OCEAN,135200
6523,-118.03,34.06,27,2510,783,,3481,726,2.4875,6.655244446,<1H OCEAN,157800
6524,-118.04,34.06,31,957,295,494,1300,287,2.1383,2.792094412,<1H OCEAN,153400
6525,-118.04,34.06,30,2019,551,942.78,2481,484,3.1875,7.263573566,<1H OCEAN,154200
6526,-118.04,34.06,39,1258,245,405.08,988,228,3.2132,0.24229951,<1H OCEAN,176100
6527,-118.05,34.06,32,2286,654,,2991,655,2.1781,5.32332313,<1H OCEAN,174500
6528,-118.05,34.06,45,531,164,252.7,722,166,2.1406,2.20571894,<1H OCEAN,162500
6529,-118.05,34.06,25,1022,291,690.8,1570,297,3.023,7.889893022,<1H OCEAN,142000
6530,-118.06,34.06,28,2127,625,,3160,620,2.5763,7.740559107,<1H OCEAN,173900
6531,-118.06,34.06,28,1778,605,,2184,574,1.9189,8.03004027,<1H OCEAN,165900
6532,-118.07,34.07,31,1370,284,424.8,1062,277,3.5156,9.034409049,<1H OCEAN,199300
6533,-118.08,34.07,32,4089,975,,3775,955,3.29,5.268565204,<1H OCEAN,205500
6534,-118.07,34.06,34,2873,718,,2758,699,2.5985,2.702006747,<1H OCEAN,168600
6535,-118.04,34.05,32,1252,273,601.65,1337,263,2.6579,3.362262699,<1H OCEAN,156800
6536,-118.05,34.05,36,1084,202,395.6,920,199,3.7279,9.60633561,<1H OCEAN,162200
6537,-118.06,34.04,28,1516,363,,1011,344,2.6288,9.525581523,<1H OCEAN,160300
6538,-118.03,34.06,24,2469,731,1679.92,3818,712,2.5445,1.288906409,<1H OCEAN,151400
6539,-118.04,34.05,34,1058,230,469.35,1043,229,3.0536,1.876426859,<1H OCEAN,137500
6540,-118.04,34.04,35,1734,363,641.34,1527,344,3,7.395368457,<1H OCEAN,160600
6541,-118.04,34.04,32,1619,323,,1492,342,3.5,2.073874528,<1H OCEAN,165100
6542,-118.05,34.04,33,1348,,,1098,257,4.2917,8.778847396,<1H OCEAN,161200
6543,-118.06,34.03,36,21,7,,21,9,2.375,1.057531671,<1H OCEAN,175000
6544,-118.02,34.06,26,2929,970,1706.4,3792,817,2.2577,7.130063396,<1H OCEAN,173800
6545,-118.02,34.05,34,1610,513,758.5,2050,508,2.5562,1.878900386,<1H OCEAN,156300
6546,-118.03,34.05,36,1359,317,576.09,1557,370,2.7955,6.27969675,<1H OCEAN,157500
6547,-118.03,34.05,36,1345,331,574.18,1511,309,3.5129,8.987391642,<1H OCEAN,142300
6548,-118.01,34.05,31,1135,355,,1717,368,2.1602,6.333274575,<1H OCEAN,161700
6549,-118.02,34.05,28,991,255,,1145,265,2.3611,5.124506195,<1H OCEAN,167000
6550,-118.02,34.05,33,2464,627,1290.08,2932,568,3.0625,6.946022032,<1H OCEAN,165800
6551,-118.02,34.04,28,6175,1449,1865.17,5041,1408,2.8821,6.109308266,<1H OCEAN,158100
6552,-118.09,34.18,34,3113,409,501.16,1139,418,10.2289,9.39888978,INLAND,500001
6553,-118.07,34.17,34,4062,597,671,1525,566,7.8588,7.699796082,INLAND,454800
6554,-118.07,34.17,36,2415,394,486,1215,413,5.5418,0.035856662,INLAND,326100
6555,-118.07,34.17,35,2142,373,443.7,986,374,5.7051,8.03326302,INLAND,326000
6556,-118.1,34.18,39,2321,336,396,880,339,7.7108,0.40740673,INLAND,450000
6557,-118.11,34.19,50,1430,186,223.2,620,201,9.532,9.307285025,INLAND,483300
6558,-118.12,34.19,52,2405,299,368.6,970,319,8.7835,8.010300152,INLAND,444100
6559,-118.11,34.2,36,4915,725,777.77,1897,700,6.827,2.592332278,INLAND,359400
6560,-118.13,34.2,46,2676,427,408.8,1022,395,6.4288,8.423229724,INLAND,295500
6561,-118.13,34.19,48,2539,425,,930,364,4.7269,0.98931271,INLAND,303900
6562,-118.13,34.21,36,1449,235,,621,210,6.1824,6.191072605,INLAND,274100
6563,-118.13,34.2,45,1213,206,185.15,529,231,5.6629,3.957052927,INLAND,234000
6564,-118.13,34.2,46,1271,236,217.74,573,210,4.9312,8.375008944,INLAND,240200
6565,-118.13,34.19,43,1621,365,,1015,329,2.92,3.081077917,INLAND,242200
6566,-118.14,34.19,45,3595,619,,1686,607,4.73,6.132420731,INLAND,201000
6567,-118.14,34.2,39,2569,426,,1282,432,5.0953,1.943734554,INLAND,207400
6568,-118.15,34.2,37,1997,361,,1037,363,3.7932,3.625894262,INLAND,210300
6569,-118.15,34.2,52,1786,306,386.84,1018,322,4.1518,6.846384022,INLAND,182100
6570,-118.15,34.2,46,1505,261,,857,269,4.5,2.667559734,INLAND,184200
6571,-118.15,34.21,34,2765,515,,1422,438,5.4727,2.588961698,INLAND,238900
6572,-118.15,34.19,48,1854,360,,1126,382,3.2216,5.382053277,<1H OCEAN,161600
6573,-118.15,34.19,47,1717,314,373.24,868,295,3.6094,7.380869476,<1H OCEAN,160700
6574,-118.16,34.19,40,1840,358,499.38,1218,347,4.25,3.667936208,<1H OCEAN,177900
6575,-118.16,34.2,43,1810,343,434.72,988,307,3.8203,5.881800734,<1H OCEAN,176000
6576,-118.18,34.22,40,1983,298,,853,271,5.9845,6.673304588,<1H OCEAN,241700
6577,-118.19,34.22,32,10626,1504,,4353,1482,9.8413,6.450561996,<1H OCEAN,500001
6578,-118.21,34.22,37,2260,322,404.63,941,303,8.3695,8.147126789,<1H OCEAN,500001
6579,-118.18,34.2,44,1473,250,300.6,668,239,8.72,3.910322094,<1H OCEAN,415900
6580,-118.19,34.2,41,2031,294,377.96,859,302,7.419,8.142340269,<1H OCEAN,483700
6581,-118.19,34.21,41,1602,228,,680,225,6.553,5.280254428,<1H OCEAN,500001
6582,-118.2,34.21,40,1477,228,249.69,609,224,7.8375,4.956069323,<1H OCEAN,500001
6583,-118.2,34.21,42,1493,237,,665,224,6.7571,0.935614725,<1H OCEAN,443900
6584,-118.21,34.21,41,1676,263,,757,255,4.7734,9.460489129,<1H OCEAN,450800
6585,-118.22,34.23,34,3296,483,,1268,478,8.4802,5.457427076,<1H OCEAN,500001
6586,-118.21,34.22,39,3008,386,558,1240,370,9.2463,0.947754818,<1H OCEAN,500001
6587,-118.22,34.22,39,2686,417,437.6,1094,402,7.0059,4.812805286,<1H OCEAN,500001
6588,-118.23,34.22,37,1376,237,241.02,618,226,5.9771,2.869377031,<1H OCEAN,431800
6589,-118.21,34.2,35,3646,552,493.15,1409,534,6.3794,1.103141121,<1H OCEAN,500001
6590,-118.2,34.2,44,2890,438,,1219,429,6.987,9.939685447,<1H OCEAN,500001
6591,-118.18,34.19,48,1371,,,528,155,15.0001,2.57888501,<1H OCEAN,500001
6592,-118.19,34.19,34,2061,260,,825,254,15.0001,9.385838657,<1H OCEAN,500001
6593,-118.2,34.19,38,2176,266,327.18,798,243,15.0001,7.450095101,<1H OCEAN,500001
6594,-118.18,34.17,43,4269,591,616.14,1467,582,9.0702,1.29974362,<1H OCEAN,500001
6595,-118.18,34.16,34,5012,746,679.6,1699,715,9.4987,6.593015921,<1H OCEAN,500001
6596,-118.15,34.18,46,2230,488,,1985,456,2.2328,7.720815332,<1H OCEAN,142100
6597,-118.15,34.17,46,2553,558,,1740,492,2.0278,9.550746076,<1H OCEAN,127500
6598,-118.16,34.18,44,1870,389,564.9,1345,391,1.8932,6.914130933,<1H OCEAN,136100
6599,-118.16,34.18,48,568,145,245.96,559,135,2.4135,7.095541224,<1H OCEAN,135700
6600,-118.16,34.17,52,1193,228,302.29,703,221,3.1741,6.178684558,<1H OCEAN,163800
6601,-118.17,34.18,44,1401,246,261.01,607,271,2.8472,5.560360501,<1H OCEAN,218800
6602,-118.15,34.18,42,1521,320,447.2,1118,311,3.3125,8.159762311,<1H OCEAN,154900
6603,-118.16,34.19,42,2076,462,639.99,1641,436,2.2326,4.40803459,<1H OCEAN,149200
6604,-118.16,34.19,44,2195,449,,1377,417,3.5887,5.352751086,<1H OCEAN,153500
6605,-118.17,34.18,38,1280,231,289.8,828,237,4.375,4.673519611,<1H OCEAN,166700
6606,-118.17,34.19,45,1790,316,,1035,312,4.0985,0.238164988,<1H OCEAN,173100
6607,-118.13,34.19,42,2203,412,384.56,1012,377,4.0714,0.773496822,INLAND,234000
6608,-118.14,34.18,47,3457,622,595,1700,579,3.5164,2.209750843,<1H OCEAN,226500
6609,-118.14,34.19,49,1678,277,316.91,737,287,3.7222,7.118213077,INLAND,237000
6610,-118.15,34.19,38,1750,411,601.14,1398,409,2.3967,6.094826974,<1H OCEAN,163100
6611,-118.1,34.18,47,2168,352,,902,361,5.894,1.453439269,INLAND,300900
6612,-118.11,34.18,52,3571,510,602.28,1434,490,5.9009,4.834825659,INLAND,376000
6613,-118.12,34.18,44,2357,342,,891,337,6.3467,6.741819926,INLAND,352700
6614,-118.13,34.18,52,3094,519,,1309,488,6.4223,4.604644626,INLAND,310900
6615,-118.1,34.17,46,1774,315,308.73,753,330,4.7241,0.667988103,INLAND,279600
6616,-118.1,34.17,48,1111,229,,421,202,3.2813,5.480977545,INLAND,268100
6617,-118.11,34.17,50,3374,598,578.76,1484,569,4.99,1.222030709,INLAND,261600
6618,-118.11,34.17,46,2837,592,,1453,549,3.1115,4.929724656,INLAND,234600
6619,-118.12,34.18,47,2344,513,,1537,481,3.4777,1.493899877,INLAND,230600
6620,-118.13,34.18,52,1464,211,229.14,603,226,5.8309,7.960328962,INLAND,309100
6621,-118.12,34.17,37,2705,676,,1551,608,2.2692,3.472382826,INLAND,225000
6622,-118.12,34.17,52,1835,330,349.65,777,317,3.7159,5.385117706,INLAND,315400
6623,-118.13,34.17,52,1784,368,425.04,966,345,3.6094,4.688596974,<1H OCEAN,261500
6624,-118.14,34.18,52,1700,317,408.36,996,329,3.9688,4.31119286,<1H OCEAN,175000
6625,-118.14,34.17,52,2667,486,722.83,1681,504,4.0524,1.886972998,<1H OCEAN,173100
6626,-118.14,34.17,42,2757,713,739.2,2112,653,2.7148,7.860596644,<1H OCEAN,166800
6627,-118.14,34.18,50,1493,326,,1000,323,3.3068,8.854245545,<1H OCEAN,154400
6628,-118.14,34.17,40,1054,251,,1056,276,2.3,9.72190724,<1H OCEAN,146700
6629,-118.15,34.18,45,2612,664,1246.8,3117,584,2.3029,8.052402852,<1H OCEAN,148800
6630,-118.15,34.16,18,1711,383,648.56,1474,415,1.2891,7.348291865,<1H OCEAN,181300
6631,-118.15,34.16,38,2471,529,697.62,1661,441,2.2765,1.905823625,<1H OCEAN,146600
6632,-118.16,34.16,44,1284,278,,925,261,1.7321,3.699222252,<1H OCEAN,178400
6633,-118.16,34.17,46,1508,261,,674,255,3.5909,6.168969285,<1H OCEAN,155400
6634,-118.16,34.16,43,1276,226,,545,209,4.1518,9.574098507,<1H OCEAN,230700
6635,-118.16,34.16,52,1576,239,,696,249,6.07,5.26400811,<1H OCEAN,261800
6636,-118.16,34.15,19,1721,290,205.56,571,278,6.6031,1.972343745,<1H OCEAN,500001
6637,-118.16,34.15,17,821,163,82.44,229,164,7.3715,1.11038754,<1H OCEAN,263000
6638,-118.14,34.16,39,2776,840,1145.7,2546,773,2.575,0.485084408,<1H OCEAN,153500
6639,-118.14,34.15,52,407,160,,227,148,1.5156,9.125725053,<1H OCEAN,187500
6640,-118.15,34.15,52,275,123,103.74,273,111,1.1667,9.629795274,<1H OCEAN,500001
6641,-118.15,34.16,52,1925,597,858.04,2258,594,1.6921,1.703357395,<1H OCEAN,162500
6642,-118.15,34.15,49,806,199,314.1,698,172,2.3654,2.702851479,<1H OCEAN,137500
6643,-118.14,34.17,34,2384,604,,2073,540,2.3062,0.657109931,<1H OCEAN,158000
6644,-118.14,34.16,30,2598,757,,2869,769,2.1377,3.770200612,<1H OCEAN,142300
6645,-118.15,34.16,20,2410,632,,2135,578,1.6887,8.405700993,<1H OCEAN,148600
6646,-118.15,34.17,36,930,280,,1024,300,1.0846,4.942542789,<1H OCEAN,146400
6647,-118.13,34.17,49,1962,435,,1329,457,3.2898,2.450558173,<1H OCEAN,200000
6648,-118.14,34.16,36,2973,807,1195.32,2846,784,2.6217,6.368970042,<1H OCEAN,156300
6649,-118.14,34.17,52,2687,600,617.76,1716,544,2.7201,6.804904402,<1H OCEAN,205700
6650,-118.13,34.16,36,2162,658,,1337,590,2.2095,9.07364944,<1H OCEAN,176700
6651,-118.13,34.15,24,1125,341,231.6,579,321,2.8125,6.450418025,<1H OCEAN,141700
6652,-118.14,34.15,41,1256,407,,855,383,1.9923,6.958736461,<1H OCEAN,500001
6653,-118.14,34.15,17,1896,674,,971,652,0.8438,4.710803241,<1H OCEAN,175000
6654,-118.14,34.16,38,1843,565,,1449,524,2.2174,0.803196732,<1H OCEAN,215400
6655,-118.12,34.16,30,1762,416,404.2,940,398,2.8631,3.206414816,<1H OCEAN,188600
6656,-118.13,34.16,33,2682,716,779,2050,692,2.4817,2.980760497,<1H OCEAN,169500
6657,-118.13,34.15,18,1665,477,492.75,1095,390,2.6038,2.907715027,<1H OCEAN,155600
6658,-118.12,34.15,19,557,216,302.85,673,212,2.1763,9.493347804,<1H OCEAN,168800
6659,-118.12,34.15,22,1671,480,371.85,1005,443,3.0119,6.422598317,<1H OCEAN,171400
6660,-118.13,34.15,9,2099,625,538.36,1252,554,3.1875,1.112162477,<1H OCEAN,173100
6661,-118.13,34.15,28,1119,334,310.38,739,323,2.5903,8.710770175,<1H OCEAN,125000
6662,-118.12,34.17,52,2948,542,545.2,1363,495,4.7098,9.982501527,INLAND,287900
6663,-118.13,34.16,52,1872,357,,984,364,4,5.734888918,<1H OCEAN,250400
6664,-118.13,34.16,52,1596,314,409.6,1024,292,3.6719,3.5194016,<1H OCEAN,227900
6665,-118.13,34.16,52,1787,427,,1107,410,2.5664,3.10117218,<1H OCEAN,215000
6666,-118.09,34.17,36,2875,552,,1131,458,4.3083,0.913018415,INLAND,269300
6667,-118.1,34.16,44,2795,496,555.75,1235,469,4.2386,4.967360347,INLAND,283700
6668,-118.1,34.17,44,4505,894,872.48,2296,899,3.4811,6.652849385,INLAND,300500
6669,-118.12,34.17,52,2166,483,,1308,467,3.0417,4.711658083,INLAND,222600
6670,-118.11,34.16,52,3158,459,479.31,1229,444,5.4223,7.156147802,INLAND,325600
6671,-118.11,34.16,52,2489,437,396.36,1101,438,4.2065,5.502841639,INLAND,320300
6672,-118.11,34.16,52,1353,274,366.36,852,306,3.4583,3.765563613,INLAND,239900
6673,-118.11,34.15,40,1950,509,,1038,438,2.6172,6.174190631,<1H OCEAN,196100
6674,-118.11,34.15,26,2193,558,,1186,559,3.6474,7.088300397,<1H OCEAN,184100
6675,-118.12,34.15,35,1760,447,,984,384,3.4167,5.978773236,<1H OCEAN,198200
6676,-118.12,34.16,52,2218,437,,1211,422,5.0237,1.976907871,<1H OCEAN,241900
6677,-118.1,34.16,46,2863,513,550.68,1412,498,5.3272,0.122817067,INLAND,330200
6678,-118.1,34.15,32,978,227,,543,211,3.0096,9.143211295,INLAND,199000
6679,-118.1,34.15,14,1442,369,320.62,782,343,2.7431,0.131764403,INLAND,177500
6680,-118.08,34.16,42,3490,665,685.2,1713,620,4.5461,7.606573471,INLAND,242400
6681,-118.09,34.15,46,271,74,,150,55,2.2321,4.957170316,INLAND,237500
6682,-118.09,34.15,52,670,141,,268,110,3.5568,4.433656532,INLAND,205000
6683,-118.09,34.15,49,1467,259,,688,260,4.3452,8.25348232,INLAND,260100
6684,-118.09,34.16,45,2199,358,395.64,942,353,5.0393,4.367030243,INLAND,321100
6685,-118.07,34.16,39,1804,265,313.9,730,276,6.4761,2.036943577,INLAND,397500
6686,-118.07,34.16,35,2459,438,358.9,970,437,4.2143,6.925886687,INLAND,369400
6687,-118.07,34.15,45,1095,237,282.24,672,234,3.4087,2.505517501,INLAND,209200
6688,-118.07,34.14,42,3200,685,583.8,1668,628,3.375,4.015375722,INLAND,260400
6689,-118.08,34.15,28,238,58,56.8,142,31,0.4999,9.626022697,INLAND,500001
6690,-118.08,34.14,45,2923,604,742.17,1903,560,3.1729,0.801937827,INLAND,218700
6691,-118.08,34.14,52,1282,189,,431,187,6.1159,0.544583246,INLAND,470800
6692,-118.08,34.13,46,1238,147,,377,145,8.4546,4.620383549,INLAND,500001
6693,-118.08,34.13,35,1897,279,,733,291,7.4185,5.163228297,INLAND,500001
6694,-118.08,34.14,42,2690,589,402.15,1149,535,3.88,8.589356028,INLAND,281100
6695,-118.09,34.14,40,3092,549,641.08,1457,536,5.3377,7.877197923,INLAND,373800
6696,-118.09,34.15,45,1345,356,329.56,749,327,2.8007,0.22873514,INLAND,210900
6697,-118.1,34.14,45,3066,659,579.15,1287,625,3.5804,5.078664218,<1H OCEAN,324400
6698,-118.11,34.14,52,2401,332,348.3,810,308,6.0948,5.018439781,<1H OCEAN,358700
6699,-118.1,34.14,26,6262,1645,1260.42,3001,1505,3.6572,1.569812698,<1H OCEAN,213200
6700,-118.11,34.14,44,3298,615,637.65,1417,643,4.1324,0.124535946,<1H OCEAN,434800
6701,-118.12,34.14,52,2337,352,412.02,981,328,5.8692,0.982495845,<1H OCEAN,490400
6702,-118.12,34.14,25,3420,977,601.3,1718,947,3.1033,5.633272481,<1H OCEAN,217900
6703,-118.13,34.13,39,2099,397,645,1500,380,4.8304,0.198237095,<1H OCEAN,493200
6704,-118.13,34.14,23,5465,1494,,2511,1359,3.4531,4.221097495,<1H OCEAN,210900
6705,-118.13,34.14,29,3559,1034,580.3,1658,965,3.2643,4.893140849,<1H OCEAN,163900
6706,-118.14,34.14,24,10239,2823,1473.5,4210,2565,3.6997,7.178623899,<1H OCEAN,225000
6707,-118.14,34.14,17,3404,1011,762.3,1694,949,2.9511,4.158111852,<1H OCEAN,282300
6708,-118.15,34.14,27,1499,426,,755,414,3.875,2.91944259,<1H OCEAN,258300
6709,-118.15,34.14,45,543,191,,454,181,2.3,0.728875103,<1H OCEAN,55000
6710,-118.15,34.14,52,403,117,140.79,361,105,1.625,5.857337866,<1H OCEAN,187500
6711,-118.16,34.14,27,1551,254,310.08,816,233,8.2435,7.621087441,<1H OCEAN,500001
6712,-118.16,34.14,41,3039,482,389.2,973,446,7.4817,9.522597578,<1H OCEAN,500001
6713,-118.17,34.14,45,2257,285,273.24,759,305,11.7894,6.489570288,<1H OCEAN,500001
6714,-118.18,34.13,44,2734,415,391.09,1057,424,7.9213,9.72328442,<1H OCEAN,477800
6715,-118.18,34.13,39,2902,460,433.01,1007,420,6.1953,4.519360372,<1H OCEAN,363000
6716,-118.18,34.14,38,3039,487,407.16,1131,465,7.7116,4.07205947,<1H OCEAN,360900
6717,-118.15,34.13,30,2763,520,480.06,1143,465,4.7298,5.396493306,<1H OCEAN,500001
6718,-118.15,34.13,50,2443,494,,947,451,4.7344,4.614807785,<1H OCEAN,314700
6719,-118.16,34.13,36,4003,647,494.69,1337,631,7.723,5.893507554,<1H OCEAN,500001
6720,-118.13,34.13,52,2826,381,,924,365,7.9976,0.748836204,<1H OCEAN,500001
6721,-118.13,34.12,46,3156,430,388.15,1109,423,10.7397,3.459955533,<1H OCEAN,500001
6722,-118.14,34.13,16,3569,821,586.95,1505,783,4.9167,0.399962303,<1H OCEAN,251100
6723,-118.14,34.13,49,4438,803,,1650,741,5.1072,2.060744802,<1H OCEAN,479700
6724,-118.15,34.13,34,824,224,,430,213,3.6389,8.224867616,<1H OCEAN,215000
6725,-118.12,34.13,52,2935,341,419.25,975,327,11.706,0.73703137,<1H OCEAN,500001
6726,-118.11,34.12,48,2476,313,342,900,303,10.6767,7.159787958,<1H OCEAN,500001
6727,-118.11,34.12,52,2954,371,,1152,347,11.5609,3.567580947,<1H OCEAN,500001
6728,-118.12,34.12,52,2907,317,,956,279,15.0001,5.835762481,<1H OCEAN,500001
6729,-118.12,34.11,52,2787,353,422.8,1057,364,10.2317,4.935134301,<1H OCEAN,500001
6730,-118.13,34.11,52,2568,345,451.82,1102,345,9.1373,1.201372607,<1H OCEAN,500001
6731,-118.14,34.11,52,2742,422,,1153,414,8.1124,8.691353624,<1H OCEAN,500001
6732,-118.1,34.13,44,1917,265,,754,257,12.4237,9.976788854,<1H OCEAN,500001
6733,-118.1,34.13,44,1745,237,263.34,693,248,9.7912,4.681983954,<1H OCEAN,500001
6734,-118.09,34.12,45,2966,415,455.47,1231,409,7.8347,7.335997833,<1H OCEAN,500001
6735,-118.1,34.12,49,3783,579,640.4,1601,539,6.3013,9.789418799,<1H OCEAN,500001
6736,-118.1,34.12,50,1835,231,241.68,636,211,11.6471,8.66324518,<1H OCEAN,500001
6737,-118.1,34.13,47,2234,276,322.07,749,260,15.0001,3.773947344,<1H OCEAN,500001
6738,-118.08,34.13,39,788,128,185.85,413,139,5.9546,1.963583164,INLAND,396700
6739,-118.08,34.12,41,1598,280,282.45,807,282,5.5067,8.269100611,<1H OCEAN,325000
6740,-118.09,34.12,38,2638,432,449.4,1284,433,5.4536,1.288310193,<1H OCEAN,342700
6741,-118.09,34.12,38,1713,285,342.76,779,286,5.6152,4.108751266,<1H OCEAN,359900
6742,-118.07,34.13,27,3787,913,896.4,1992,853,3.301,0.086706169,INLAND,251200
6743,-118.08,34.13,28,4465,985,886.47,2273,949,3.5671,9.007485696,INLAND,228500
6744,-118.07,34.12,30,2201,559,477.6,1194,531,4.1136,4.109237718,INLAND,279900
6745,-118.07,34.12,43,1554,287,296.74,802,277,4.2312,7.317780198,INLAND,272600
6746,-118.08,34.12,34,2921,641,,1541,562,3.6827,3.906291441,<1H OCEAN,264100
6747,-118.08,34.12,27,1685,341,310.37,757,317,4.2434,0.227346148,<1H OCEAN,270500
6748,-118.07,34.11,41,2869,563,715.88,1627,533,5.0736,1.337133887,<1H OCEAN,270700
6749,-118.07,34.11,47,832,194,,419,156,3.1576,5.644021182,<1H OCEAN,225000
6750,-118.08,34.11,42,2628,525,,1494,523,3.9464,5.388365639,<1H OCEAN,257200
6751,-118.08,34.11,42,1969,353,,927,354,5.5924,1.21441377,<1H OCEAN,285300
6752,-118.08,34.1,32,2830,645,600,1500,527,3.0819,5.225597936,<1H OCEAN,214600
6753,-118.09,34.11,36,2966,527,517.02,1231,482,4.6442,2.672088206,<1H OCEAN,316800
6754,-118.09,34.11,45,1883,275,305.6,764,289,6.5078,1.575795096,<1H OCEAN,414800
6755,-118.1,34.1,52,1788,313,,792,294,3.75,1.4324791,<1H OCEAN,280000
6756,-118.1,34.11,49,3367,523,513.63,1317,495,6.706,5.898635855,<1H OCEAN,351400
6757,-118.11,34.11,50,2131,294,301.2,753,284,6.7099,5.581781015,<1H OCEAN,352200
6758,-118.11,34.1,49,2812,478,,1329,490,5.2503,9.207627348,<1H OCEAN,292900
6759,-118.12,34.11,48,2124,319,314,785,319,5.2131,6.654105189,<1H OCEAN,359600
6760,-118.12,34.1,49,2057,430,,1103,414,4.0556,4.079658065,<1H OCEAN,282600
6761,-118.12,34.1,34,2918,555,502.25,1435,568,4.2344,0.6888204,<1H OCEAN,306300
6762,-118.13,34.1,19,2742,756,,1396,703,2.5663,6.899037793,<1H OCEAN,197500
6763,-118.13,34.09,21,3862,1186,998.28,2773,1102,2.7816,3.082651987,<1H OCEAN,188200
6764,-118.13,34.1,26,3050,825,818.14,2153,772,3.1103,8.676444332,<1H OCEAN,214100
6765,-118.14,34.09,20,3447,1007,1075.02,2622,934,2.918,9.348537212,<1H OCEAN,208700
6766,-118.13,34.11,45,1780,289,324.65,755,328,4.825,7.877160068,<1H OCEAN,351100
6767,-118.13,34.1,24,4670,1185,991.2,2478,1107,3.1975,3.885015139,<1H OCEAN,252400
6768,-118.14,34.1,52,4061,861,984.7,2290,790,2.8919,1.536853224,<1H OCEAN,258400
6769,-118.14,34.11,52,3367,545,,1427,535,5.2292,1.681000664,<1H OCEAN,444500
6770,-118.15,34.1,52,4325,823,712.99,1927,795,3.9485,8.827411696,<1H OCEAN,419100
6771,-118.15,34.11,52,2375,369,353.4,930,351,7.4111,9.179304335,<1H OCEAN,469100
6772,-118.15,34.11,52,1746,330,274.56,704,306,3.7895,2.821640092,<1H OCEAN,364800
6773,-118.15,34.11,52,1000,192,137.94,363,158,4.2981,2.905757566,<1H OCEAN,352800
6774,-118.15,34.12,36,6119,1513,1141.98,2719,1402,3.8427,9.847578185,<1H OCEAN,319700
6775,-118.15,34.12,43,1810,427,289.38,742,429,3.8529,1.707592864,<1H OCEAN,350000
6776,-118.15,34.12,52,1518,344,290,725,296,3.4018,2.43788107,<1H OCEAN,204500
6777,-118.15,34.12,49,1789,288,,848,311,6.0199,1.471489711,<1H OCEAN,500000
6778,-118.16,34.12,38,2231,489,376,940,484,5.4165,0.16670975,<1H OCEAN,435100
6779,-118.17,34.12,37,2246,481,,995,459,4.2944,5.84392031,<1H OCEAN,354700
6780,-118.15,34.11,39,2618,582,,1314,532,3.5875,6.555180263,<1H OCEAN,309300
6781,-118.15,34.1,39,3856,867,794.21,1847,830,3.4559,0.00145746,<1H OCEAN,364900
6782,-118.16,34.11,31,5715,1154,1029.21,2639,1079,4.1661,6.870094317,<1H OCEAN,364400
6783,-118.16,34.11,48,1091,236,227.52,632,234,3.7235,2.756015873,<1H OCEAN,263600
6784,-118.17,34.11,39,1758,436,356.8,892,447,3.6406,1.33240389,<1H OCEAN,278900
6785,-118.17,34.11,26,4971,996,924.3,2370,932,4.9676,0.471583099,<1H OCEAN,381400
6786,-118.17,34.1,25,4444,647,826.46,1922,652,8.058,0.786890079,<1H OCEAN,477300
6787,-118.14,34.1,27,4073,1013,867.96,2411,933,3.108,1.775865098,<1H OCEAN,231000
6788,-118.15,34.09,27,1935,460,538.72,1456,382,2.8062,3.717960668,<1H OCEAN,192800
6789,-118.15,34.09,52,2203,430,445.68,1238,403,4.4306,9.836031689,<1H OCEAN,225800
6790,-118.16,34.09,52,1722,448,,1122,425,3.1204,7.983529091,<1H OCEAN,224000
6791,-118.15,34.1,36,3514,818,933.57,2277,828,3.1211,3.50818668,<1H OCEAN,229300
